cruise,cast,niskin,date,latitude,longitude,depth,sample_type,replicate,doc,dtn,temperature,salinity,quality_flag_c,quality_flag_n,nearest_station,station_distance,date_analyzed,filename,comments
EN706,15,19,2023-08-11 00:17:16,40.1451,-70.8765,3.5,cast,a,86.7,nan,,,1,9,L9,5.228,2023-11-19,'LTER_EN706_C15N19',nan
